Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,
ml,mAU,ml,mS/cm,ml,%B,
36.101,470.3287,36.101,36.38,36.101,0,
36.105,471.163,36.105,36.38,36.105,0,
36.108,471.29,36.108,36.38,36.108,0,
36.111,471.593,36.111,36.38,36.111,0,
36.115,472.8576,36.115,36.38,36.115,0,
36.118,473.4176,36.118,36.38,36.118,0,
36.121,473.48,36.121,36.38,36.121,0,
36.125,474.0756,36.125,36.38,36.125,0,
36.128,475.1073,36.128,36.38,36.128,0,
36.131,475.5927,36.131,36.38,36.131,0,
36.135,475.66,36.135,36.38,36.135,0,
36.138,476.261,36.138,36.38,36.138,0,
36.141,477.5765,36.141,36.38,36.141,0,
36.145,477.84,36.145,36.38,36.145,0,
36.148,477.84,36.148,36.38,36.148,0,
36.151,478.7425,36.151,36.38,36.151,0,
36.155,479.848,36.155,36.38,36.155,0,
36.158,480.04,36.158,36.38,36.158,0,
36.161,480.04,36.161,36.38,36.161,0,
36.165,480.9645,36.165,36.38,36.165,0,
36.168,482.0878,36.168,36.38,36.168,0,
36.171,482.27,36.171,36.38,36.171,0,
36.175,482.27,36.175,36.38,36.175,0,
36.178,483.5004,36.178,36.38,36.178,0,
36.181,484.3405,36.181,36.38,36.181,0,
36.185,484.47,36.185,36.38,36.185,0,
36.188,484.47,36.188,36.38,36.188,0,
36.191,485.6711,36.191,36.38,36.191,0,
36.195,486.5434,36.195,36.38,36.195,0,
36.198,486.67,36.198,36.38,36.198,0,
36.201,486.9752,36.201,36.38,36.201,0,
36.205,488.2685,36.205,36.38,36.205,0,
36.208,488.8306,36.208,36.38,36.208,0,
36.211,488.89,36.211,36.38,36.211,0,
36.215,489.5042,36.215,36.3883,36.215,0,
36.218,490.5713,36.218,36.39,36.218,0,
36.221,491.0474,36.221,36.39,36.221,0,
36.225,491.11,36.225,36.38169,36.225,0,
36.228,491.7244,36.228,36.38842,36.228,0,
36.231,493.0463,36.231,36.39,36.231,0,
36.235,493.3,36.235,36.39,36.235,0,
36.238,493.3,36.238,36.39,36.238,0,
36.241,494.2016,36.241,36.39,36.241,0,
36.245,495.3056,36.245,36.39,36.245,0,
36.248,495.49,36.248,36.38157,36.248,0,
36.251,495.49,36.251,36.38828,36.251,0,
36.255,496.3985,36.255,36.39,36.255,0,
36.258,497.5083,36.258,36.39,36.258,0,
36.261,497.68,36.261,36.39,36.261,0,
36.265,497.68,36.265,36.39,36.265,0,
36.268,498.9138,36.268,36.39,36.268,0,
36.271,499.7463,36.271,36.39,36.271,0,
36.275,499.87,36.275,36.39,36.275,0,
36.278,500.1742,36.278,36.39,36.278,0,
36.281,501.127,36.281,36.39,36.281,0,
36.285,501.9118,36.285,36.39,36.285,0,
36.288,502.03,36.288,36.39,36.288,0,
36.291,502.6288,36.291,36.39,36.291,0,
36.295,503.6539,36.295,36.39,36.295,0,
36.298,504.1258,36.298,36.39,36.298,0,
36.301,504.19,36.301,36.38174,36.301,0,
36.305,504.7926,36.305,36.38837,36.305,0,
36.308,506.0947,36.308,36.39,36.308,0,
36.311,506.35,36.311,36.39,36.311,0,
36.315,506.35,36.315,36.39,36.315,0,
36.318,507.2399,36.318,36.39,36.318,0,
36.321,508.3086,36.321,36.39,36.321,0,
36.325,508.49,36.325,36.39,36.325,0,
36.328,508.49,36.328,36.39,36.328,0,
36.331,509.3698,36.331,36.39,36.331,0,
36.335,510.4409,36.335,36.39,36.335,0,
36.338,510.61,36.338,36.39,36.338,0,
36.341,510.61,36.341,36.39,36.341,0,
36.345,511.7951,36.345,36.39,36.345,0,
36.348,512.5982,36.348,36.39,36.348,0,
36.351,512.72,36.351,36.39,36.351,0,
36.355,512.72,36.355,36.39,36.355,0,
36.358,513.8863,36.358,36.39,36.358,0,
36.361,514.7126,36.361,36.39,36.361,0,
36.365,514.83,36.365,36.39,36.365,0,
36.368,515.1199,36.368,36.39,36.368,0,
36.371,516.0552,36.371,36.39,36.371,0,
36.375,516.8207,36.375,36.39,36.375,0,
36.378,516.93,36.378,36.39,36.378,0,
36.381,517.5059,36.381,36.39,36.381,0,
36.385,518.4905,36.385,36.39,36.385,0,
36.388,518.9321,36.388,36.39,36.388,0,
36.391,518.99,36.391,36.39,36.391,0,
36.395,519.5646,36.395,36.39,36.395,0,
36.398,520.7996,36.398,36.39,36.398,0,
36.401,521.03,36.401,36.39,36.401,0,
36.405,521.03,36.405,36.39,36.405,0,
36.408,521.869,36.408,36.39,36.408,0,
36.411,522.8842,36.411,36.39,36.411,0,
36.415,523.05,36.415,36.39,36.415,0,
36.418,523.05,36.418,36.39,36.418,0,
36.421,523.887,36.421,36.39,36.421,0,
36.425,524.8889,36.425,36.39,36.425,0,
36.428,525.04,36.428,36.39,36.428,0,
36.431,525.04,36.431,36.39,36.431,0,
36.435,526.1603,36.435,36.39,36.435,0,
36.438,526.902,36.438,36.39,36.438,0,
36.441,527.01,36.441,36.39,36.441,0,
36.445,527.01,36.445,36.39,36.445,0,
36.448,528.0974,36.448,36.39,36.448,0,
36.451,528.8663,36.451,36.39,36.451,0,
36.455,528.97,36.455,36.39,36.455,0,
36.458,529.2356,36.458,36.39,36.458,0,
36.461,530.3826,36.461,36.39,36.461,0,
36.465,530.8543,36.465,36.39,36.465,0,
36.468,530.91,36.468,36.39,36.468,0,
36.471,531.4486,36.471,36.39,36.471,0,
36.475,532.3349,36.475,36.39,36.475,0,
36.478,532.7577,36.478,36.39,36.478,0,
36.481,532.81,36.481,36.39,36.481,0,
36.485,533.3318,36.485,36.39,36.485,0,
36.488,534.4819,36.488,36.39,36.488,0,
36.491,534.69,36.491,36.39,36.491,0,
36.495,534.69,36.495,36.39,36.495,0,
36.498,535.4653,36.498,36.39,36.498,0,
36.501,536.388,36.501,36.39,36.501,0,
36.505,536.53,36.505,36.39,36.505,0,
36.508,536.53,36.508,36.39,36.508,0,
36.511,537.299,36.511,36.39,36.511,0,
36.515,538.1875,36.515,36.39,36.515,0,
36.518,538.34,36.518,36.39,36.518,0,
36.521,538.34,36.521,36.39,36.521,0,
36.525,539.3369,36.525,36.39,36.525,0,
36.528,540.0331,36.528,36.39,36.528,0,
36.531,540.13,36.531,36.39,36.531,0,
36.535,540.13,36.535,36.39,36.535,0,
36.538,541.1093,36.538,36.39,36.538,0,
36.541,541.7915,36.541,36.39,36.541,0,
36.545,541.88,36.545,36.39,36.545,0,
36.548,542.1147,36.548,36.39,36.548,0,
36.551,543.1358,36.551,36.39,36.551,0,
36.555,543.5435,36.555,36.39,36.555,0,
36.558,543.59,36.558,36.39,36.558,0,
36.561,544.0659,36.561,36.39,36.561,0,
36.565,544.8589,36.565,36.39,36.565,0,
36.568,545.235,36.568,36.39,36.568,0,
36.571,545.28,36.571,36.39,36.571,0,
36.575,545.7393,36.575,36.39,36.575,0,
36.578,546.7545,36.578,36.39,36.578,0,
36.581,546.93,36.581,36.39,36.581,0,
36.585,546.93,36.585,36.39,36.585,0,
36.588,547.6117,36.588,36.39,36.588,0,
36.591,548.4124,36.591,36.39,36.591,0,
36.595,548.53,36.595,36.39,36.595,0,
36.598,548.53,36.598,36.39,36.598,0,
36.601,549.1843,36.601,36.39,36.601,0,
36.605,549.9785,36.605,36.39,36.605,0,
36.608,550.11,36.608,36.39,36.608,0,
36.611,550.11,36.611,36.39,36.611,0,
36.615,550.9686,36.615,36.39,36.615,0,
36.618,551.5704,36.618,36.39,36.618,0,
36.621,551.65,36.621,36.39,36.621,0,
36.625,551.8587,36.625,36.39,36.625,0,
36.628,552.5338,36.628,36.39,36.628,0,
36.631,553.0648,36.631,36.39,36.631,0,
36.635,553.15,36.635,36.39,36.635,0,
36.638,553.5641,36.638,36.39,36.638,0,
36.641,554.2463,36.641,36.39,36.641,0,
36.645,554.5706,36.645,36.39,36.645,0,
36.648,554.61,36.648,36.39,36.648,0,
36.651,555.0092,36.651,36.39,36.651,0,
36.655,555.8768,36.655,36.39,36.655,0,
36.658,556.03,36.658,36.39,36.658,0,
36.661,556.03,36.661,36.39,36.661,0,
36.665,556.6083,36.665,36.39,36.665,0,
36.668,557.3055,36.668,36.39,36.668,0,
36.671,557.41,36.671,36.39,36.671,0,
36.675,557.41,36.675,36.39,36.675,0,
36.678,557.9793,36.678,36.39,36.678,0,
36.681,558.6389,36.681,36.39,36.681,0,
36.685,558.75,36.685,36.39,36.685,0,
36.688,558.75,36.688,36.39,36.688,0,
36.691,559.3011,36.691,36.39,36.691,0,
36.695,559.9563,36.695,36.39,36.695,0,
36.698,560.06,36.698,36.39,36.698,0,
36.701,560.06,36.701,36.39,36.701,0,
36.705,560.766,36.705,36.39,36.705,0,
36.708,561.2574,36.708,36.39,36.708,0,
36.711,561.32,36.711,36.39,36.711,0,
36.715,561.4883,36.715,36.39,36.715,0,
36.718,562.049,36.718,36.39,36.718,0,
36.721,562.4753,36.721,36.39,36.721,0,
36.725,562.54,36.725,36.39,36.725,0,
36.728,562.8813,36.728,36.39,36.728,0,
36.731,563.4347,36.731,36.39,36.731,0,
36.735,563.6903,36.735,36.39,36.735,0,
36.738,563.72,36.738,36.39,36.738,0,
36.741,564.039,36.741,36.39,36.741,0,
36.745,564.7338,36.745,36.39,36.745,0,
36.748,564.85,36.748,36.39,36.748,0,
36.751,564.85,36.751,36.39,36.751,0,
36.755,565.3148,36.755,36.39,36.755,0,
36.758,565.862,36.758,36.39,36.758,0,
36.761,565.94,36.761,36.39,36.761,0,
36.765,565.94,36.765,36.39,36.765,0,
36.768,566.3885,36.768,36.39,36.768,0,
36.771,566.9146,36.771,36.39,36.771,0,
36.775,567,36.775,36.39,36.775,0,
36.778,567,36.778,36.39,36.778,0,
36.781,567.5615,36.781,36.39,36.781,0,
36.785,567.95,36.785,36.39,36.785,0,
36.788,568,36.788,36.39,36.788,0,
36.791,568,36.791,36.39,36.791,0,
36.795,568.5516,36.795,36.39,36.795,0,
36.798,568.9085,36.798,36.39,36.798,0,
36.801,568.96,36.801,36.39,36.801,0,
36.805,569.0875,36.805,36.39,36.805,0,
36.808,569.6193,36.808,36.39,36.808,0,
36.811,569.8461,36.811,36.39,36.811,0,
36.815,569.87,36.815,36.39,36.815,0,
36.818,570.1121,36.818,36.39,36.818,0,
36.821,570.5214,36.821,36.39,36.821,0,
36.825,570.7091,36.825,36.39,36.825,0,
36.828,570.73,36.828,36.39,36.828,0,
36.831,570.9656,36.831,36.39,36.831,0,
36.835,571.4792,36.835,36.39,36.835,0,
36.838,571.56,36.838,36.39,36.838,0,
36.841,571.56,36.841,36.39,36.841,0,
36.845,571.9013,36.845,36.39,36.845,0,
36.848,572.2786,36.848,36.39,36.848,0,
36.851,572.34,36.851,36.39,36.851,0,
36.855,572.34,36.855,36.39,36.855,0,
36.858,572.6586,36.858,36.39839,36.858,0,
36.861,573.0238,36.861,36.4,36.861,0,
36.865,573.08,36.865,36.39146,36.865,0,
36.868,573.08,36.868,36.3984,36.868,0,
36.871,573.4772,36.871,36.4,36.871,0,
36.875,573.7468,36.875,36.4,36.875,0,
36.878,573.78,36.878,36.39159,36.878,0,
36.881,573.78,36.881,36.39845,36.881,0,
36.885,574.1564,36.885,36.4,36.885,0,
36.888,574.4049,36.888,36.4,36.888,0,
36.891,574.44,36.891,36.39154,36.891,0,
36.895,574.5258,36.895,36.39858,36.895,0,
36.898,574.8771,36.898,36.4,36.898,0,
36.901,575.0248,36.901,36.4,36.901,0,
36.905,575.04,36.905,36.39141,36.905,0,
36.908,575.2086,36.908,36.39,36.908,0,
36.911,575.4776,36.911,36.39,36.911,0,
36.915,575.595,36.915,36.39,36.915,0,
36.918,575.61,36.918,36.39,36.918,0,
36.921,575.7629,36.921,36.3985,36.921,0,
36.925,576.0903,36.925,36.4,36.925,0,
36.928,576.15,36.928,36.4,36.928,0,
36.931,576.15,36.931,36.3915,36.931,0,
36.935,576.3671,36.935,36.39835,36.935,0,
36.938,576.6118,36.938,36.4,36.938,0,
36.941,576.65,36.941,36.4,36.941,0,
36.945,576.65,36.945,36.4,36.945,0,
36.948,576.8517,36.948,36.4,36.948,0,
36.951,577.0859,36.951,36.4,36.951,0,
36.955,577.12,36.955,36.39163,36.955,0,
36.958,577.12,36.958,36.39843,36.958,0,
36.961,577.3674,36.961,36.4,36.961,0,
36.965,577.519,36.965,36.4,36.965,0,
36.968,577.54,36.968,36.4,36.968,0,
36.971,577.5998,36.971,36.4,36.971,0,
36.975,577.7693,36.975,36.4,36.975,0,
36.978,577.9012,36.978,36.4,36.978,0,
36.981,577.92,36.981,36.4,36.981,0,
36.985,577.9703,36.985,36.4,36.985,0,
36.988,578.1744,36.988,36.4,36.988,0,
36.991,578.2528,36.991,36.4,36.991,0,
36.995,578.26,36.995,36.4,36.995,0,
36.998,578.353,36.998,36.4,36.998,0,
37.001,578.5497,37.001,36.4,37.001,0,
37.005,578.58,37.005,36.4,37.005,0,
37.008,578.58,37.008,36.39153,37.008,0,
37.011,578.6658,37.011,36.39858,37.011,0,
37.015,578.8231,37.015,36.4,37.015,0,
37.018,578.85,37.018,36.4,37.018,0,
37.021,578.85,37.021,36.4,37.021,0,
37.025,578.9511,37.025,36.4,37.025,0,
37.028,579.0718,37.028,36.4,37.028,0,
37.031,579.09,37.031,36.39141,37.031,0,
37.035,579.09,37.035,36.39844,37.035,0,
37.038,579.1835,37.038,36.4,37.038,0,
37.041,579.2945,37.041,36.4,37.041,0,
37.045,579.31,37.045,36.4,37.045,0,
37.048,579.31,37.048,36.4,37.048,0,
37.051,579.4132,37.051,36.4,37.051,0,
37.055,579.4807,37.055,36.4,37.055,0,
37.058,579.49,37.058,36.4,37.058,0,
37.061,579.5159,37.061,36.4,37.061,0,
37.065,579.5792,37.065,36.4,37.065,0,
37.068,579.6241,37.068,36.4,37.068,0,
37.071,579.63,37.071,36.4,37.071,0,
37.075,579.6637,37.075,36.4,37.075,0,
37.078,579.7212,37.078,36.4,37.078,0,
37.082,579.7468,37.082,36.4,37.082,0,
37.085,579.75,37.085,36.4,37.085,0,
37.088,579.7756,37.088,36.4,37.088,0,
37.092,579.822,37.092,36.4,37.092,0,
37.095,579.83,37.095,36.4,37.095,0,
37.098,579.83,37.098,36.4,37.098,0,
37.102,579.8468,37.102,36.4,37.102,0,
37.105,579.8669,37.105,36.4,37.105,0,
37.108,579.87,37.108,36.4,37.108,0,
37.112,579.87,37.112,36.4,37.112,0,
37.115,579.8785,37.115,36.4,37.115,0,
37.118,579.8885,37.118,36.4,37.118,0,
37.122,579.89,37.122,36.4,37.122,0,
37.125,579.89,37.125,36.4,37.125,0,
37.128,579.8729,37.128,36.4,37.128,0,
37.132,579.8616,37.132,36.4,37.132,0,
37.135,579.86,37.135,36.4,37.135,0,
37.138,579.86,37.138,36.4,37.138,0,
37.142,579.8431,37.142,36.4,37.142,0,
37.145,579.8231,37.145,36.4,37.145,0,
37.148,579.82,37.148,36.4,37.148,0,
37.152,579.8031,37.152,36.4,37.152,0,
37.155,579.7576,37.155,36.4,37.155,0,
37.158,579.7414,37.158,36.4,37.158,0,
37.162,579.74,37.162,36.4,37.162,0,
37.165,579.706,37.165,36.4,37.165,0,
37.168,579.6398,37.168,36.4,37.168,0,
37.172,579.6131,37.172,36.4,37.172,0,
37.175,579.61,37.175,36.4,37.175,0,
37.178,579.5756,37.178,36.4,37.178,0,
37.182,579.4939,37.182,36.4,37.182,0,
37.185,579.48,37.185,36.4,37.185,0,
37.188,579.48,37.188,36.4,37.188,0,
37.192,579.4037,37.192,36.4,37.192,0,
37.195,579.3217,37.195,36.4,37.195,0,
37.198,579.31,37.198,36.4,37.198,0,
37.202,579.31,37.202,36.4,37.202,0,
37.205,579.2247,37.205,36.4,37.205,0,
37.208,579.115,37.208,36.4,37.208,0,
37.212,579.1,37.212,36.4,37.212,0,
37.215,579.1,37.215,36.4,37.215,0,
37.218,578.9575,37.218,36.4,37.218,0,
37.222,578.8541,37.222,36.4,37.222,0,
37.225,578.84,37.225,36.4,37.225,0,
37.228,578.84,37.228,36.4,37.228,0,
37.232,578.6879,37.232,36.4,37.232,0,
37.235,578.583,37.235,36.4,37.235,0,
37.238,578.57,37.238,36.4,37.238,0,
37.242,578.5362,37.242,36.4,37.242,0,
37.245,578.3758,37.245,36.4,37.245,0,
37.248,578.3079,37.248,36.4,37.248,0,
37.252,578.3,37.252,36.4,37.252,0,
37.255,578.2056,37.255,36.4,37.255,0,
37.258,578.0552,37.258,36.4,37.258,0,
37.262,577.9791,37.262,36.4,37.262,0,
37.265,577.97,37.265,36.4,37.265,0,
37.268,577.8688,37.268,36.4,37.268,0,
37.272,577.6463,37.272,36.4,37.272,0,
37.275,577.61,37.275,36.4,37.275,0,
37.278,577.61,37.278,36.4,37.278,0,
37.282,577.4485,37.282,36.4,37.282,0,
37.285,577.2565,37.285,36.4,37.285,0,
37.288,577.23,37.288,36.4,37.288,0,
37.292,577.23,37.292,36.4,37.292,0,
37.295,577.0665,37.295,36.4,37.295,0,
37.298,576.871,37.298,36.4,37.298,0,
37.302,576.84,37.302,36.4,37.302,0,
37.305,576.84,37.305,36.4,37.305,0,
37.308,576.603,37.308,36.4,37.308,0,
37.312,576.4407,37.312,36.4,37.312,0,
37.315,576.42,37.315,36.4,37.315,0,
37.318,576.3522,37.318,36.4,37.318,0,
37.322,576.1437,37.322,36.4,37.322,0,
37.325,575.9719,37.325,36.4,37.325,0,
37.328,575.95,37.328,36.4,37.328,0,
37.332,575.8903,37.332,36.4,37.332,0,
37.335,575.6036,37.335,36.4,37.335,0,
37.338,575.5006,37.338,36.4,37.338,0,
37.342,575.49,37.342,36.4,37.342,0,
37.345,575.3517,37.345,36.4,37.345,0,
37.348,575.0496,37.348,36.4,37.348,0,
37.352,575,37.352,36.4,37.352,0,
37.355,575,37.355,36.4,37.355,0,
37.358,574.8553,37.358,36.4,37.358,0,
37.362,574.5302,37.362,36.4,37.362,0,
37.365,574.48,37.365,36.4,37.365,0,
37.368,574.48,37.368,36.4,37.368,0,
37.372,574.2398,37.372,36.40858,37.372,0,
37.375,573.9656,37.375,36.41,37.375,0,
37.378,573.93,37.378,36.40148,37.378,0,
37.382,573.93,37.382,36.4,37.382,0,
37.385,573.694,37.385,36.40843,37.385,0,
37.388,573.4124,37.388,36.41,37.388,0,
37.392,573.37,37.392,36.40141,37.392,0,
37.395,573.37,37.395,36.40844,37.395,0,
37.398,573.0475,37.398,36.41,37.398,0,
37.402,572.8268,37.402,36.41,37.402,0,
37.405,572.8,37.405,36.40156,37.405,0,
37.408,572.715,37.408,36.4085,37.408,0,
37.412,572.442,37.412,36.41,37.412,0,
37.415,572.2225,37.415,36.41,37.415,0,
37.418,572.19,37.418,36.41,37.418,0,
37.422,572.0089,37.422,36.41,37.422,0,
37.425,571.7091,37.425,36.41,37.425,0,
37.428,571.5748,37.428,36.41,37.428,0,
37.432,571.56,37.432,36.41,37.432,0,
37.435,571.3905,37.435,36.41,37.435,0,
37.438,571.0102,37.438,36.41,37.438,0,
37.442,570.95,37.442,36.41,37.442,0,
37.445,570.95,37.445,36.40153,37.445,0,
37.448,570.677,37.448,36.40853,37.448,0,
37.452,570.345,37.452,36.41,37.452,0,
37.455,570.3,37.455,36.41,37.455,0,
37.458,570.3,37.458,36.41,37.458,0,
37.462,570.006,37.462,36.41,37.462,0,
37.465,569.6799,37.465,36.41,37.465,0,
37.468,569.63,37.468,36.40146,37.468,0,
37.472,569.63,37.472,36.40865,37.472,0,
37.475,569.2302,37.475,36.41,37.475,0,
37.478,568.9716,37.478,36.41,37.478,0,
37.482,568.94,37.482,36.41,37.482,0,
37.485,568.6503,37.485,36.41,37.485,0,
37.488,568.3083,37.488,36.41,37.488,0,
37.492,568.26,37.492,36.40133,37.492,0,
37.495,568.26,37.495,36.40852,37.495,0,
37.498,567.8568,37.498,36.41,37.498,0,
37.502,567.5816,37.502,36.41,37.502,0,
37.505,567.55,37.505,36.41,37.505,0,
37.508,567.55,37.508,36.41,37.508,0,
37.512,567.1327,37.512,36.41,37.512,0,
37.515,566.8568,37.515,36.41,37.515,0,
37.518,566.82,37.518,36.41,37.518,0,
37.522,566.707,37.522,36.41,37.522,0,
37.525,566.2629,37.525,36.41,37.525,0,
37.528,566.0868,37.528,36.41,37.528,0,
37.532,566.07,37.532,36.41,37.532,0,
37.535,565.8647,37.535,36.41,37.535,0,
37.538,565.3994,37.538,36.41,37.538,0,
37.542,565.33,37.542,36.41,37.542,0,
37.545,565.33,37.545,36.41,37.545,0,
37.548,565.1144,37.548,36.41,37.548,0,
37.552,564.6478,37.552,36.41,37.552,0,
37.555,564.57,37.555,36.41,37.555,0,
37.558,564.57,37.558,36.41,37.558,0,
37.562,564.2395,37.562,36.41,37.562,0,
37.565,563.8387,37.565,36.41,37.565,0,
37.568,563.78,37.568,36.41,37.568,0,
37.572,563.78,37.572,36.41,37.572,0,
37.575,563.4297,37.575,36.41,37.575,0,
37.578,563.0327,37.578,36.41,37.578,0,
37.582,562.98,37.582,36.41,37.582,0,
37.585,562.98,37.585,36.41,37.585,0,
37.588,562.5217,37.588,36.41,37.588,0,
37.592,562.2203,37.592,36.41,37.592,0,
37.595,562.18,37.595,36.41,37.595,0,
37.598,562.0673,37.598,36.41,37.598,0,
37.602,561.7012,37.602,36.41,37.602,0,
37.605,561.4087,37.605,36.41,37.605,0,
37.608,561.37,37.608,36.41,37.608,0,
37.612,561.1315,37.612,36.41,37.612,0,
37.615,560.7297,37.615,36.41,37.615,0,
37.618,560.5398,37.618,36.41,37.618,0,
37.622,560.52,37.622,36.41,37.622,0,
37.625,560.2798,37.625,36.41,37.625,0,
37.628,559.7538,37.628,36.41,37.628,0,
37.632,559.68,37.632,36.41,37.632,0,
37.635,559.68,37.635,36.41,37.635,0,
37.638,559.3235,37.638,36.41,37.638,0,
37.642,558.9028,37.642,36.41,37.642,0,
37.645,558.84,37.645,36.41,37.645,0,
37.648,558.84,37.648,36.41,37.648,0,
37.652,558.4722,37.652,36.41,37.652,0,
37.655,558.0396,37.655,36.41,37.655,0,
37.658,557.98,37.658,36.41,37.658,0,
37.662,557.98,37.662,36.41,37.662,0,
37.665,557.4625,37.665,36.41,37.665,0,
37.668,557.1182,37.668,36.41,37.668,0,
37.672,557.08,37.672,36.41,37.672,0,
37.675,557.08,37.675,36.41,37.675,0,
37.678,556.5475,37.678,36.41,37.678,0,
37.682,556.2213,37.682,36.41,37.682,0,
37.685,556.18,37.685,36.41,37.685,0,
37.688,556.0529,37.688,36.41,37.688,0,
37.692,555.5095,37.692,36.41,37.692,0,
37.695,555.2905,37.695,36.41,37.695,0,
37.698,555.27,37.698,36.41,37.698,0,
37.702,555.0137,37.702,36.41,37.702,0,
37.705,554.5722,37.705,36.41,37.705,0,
37.708,554.3738,37.708,36.41,37.708,0,
37.712,554.35,37.712,36.41,37.712,0,
37.715,554.0815,37.715,36.41,37.715,0,
37.718,553.4871,37.718,36.41,37.718,0,
37.722,553.39,37.722,36.41,37.722,0,
37.725,553.39,37.725,36.41,37.725,0,
37.728,552.9726,37.728,36.41,37.728,0,
37.732,552.4968,37.732,36.41,37.732,0,
37.735,552.43,37.735,36.41,37.735,0,
37.738,552.43,37.738,36.41,37.738,0,
37.742,552.0182,37.742,36.41,37.742,0,
37.745,551.5333,37.745,36.41,37.745,0,
37.748,551.47,37.748,36.41,37.748,0,
37.752,551.47,37.752,36.41,37.752,0,
37.755,550.8962,37.755,36.41,37.755,0,
37.758,550.5284,37.758,36.41,37.758,0,
37.762,550.48,37.762,36.41,37.762,0,
37.765,550.48,37.765,36.41,37.765,0,
37.768,549.9156,37.768,36.41,37.768,0,
37.772,549.5272,37.772,36.41,37.772,0,
37.775,549.48,37.775,36.41,37.775,0,
37.778,549.3344,37.778,36.41,37.778,0,
37.782,548.7328,37.782,36.41,37.782,0,
37.785,548.4918,37.785,36.41,37.785,0,
37.788,548.47,37.788,36.41,37.788,0,
37.792,548.1854,37.792,36.41,37.792,0,
37.795,547.6949,37.795,36.41,37.795,0,
37.798,547.4843,37.798,36.41,37.798,0,
37.802,547.46,37.802,36.41,37.802,0,
37.805,547.1628,37.805,36.41,37.805,0,
37.808,546.5283,37.808,36.41,37.808,0,
37.812,546.43,37.812,36.41,37.812,0,
37.815,546.43,37.815,36.41,37.815,0,
37.818,545.975,37.818,36.41,37.818,0,
37.822,545.433,37.822,36.41,37.822,0,
37.825,545.36,37.825,36.41,37.825,0,
37.828,545.36,37.828,36.41,37.828,0,
37.832,544.9097,37.832,36.41,37.832,0,
37.835,544.3843,37.835,36.41,37.835,0,
37.838,544.32,37.838,36.41,37.838,0,
37.842,544.32,37.842,36.41,37.842,0,
37.845,543.7057,37.845,36.41,37.845,0,
37.848,543.3101,37.848,36.41,37.848,0,
37.852,543.26,37.852,36.41,37.852,0,
37.855,543.26,37.855,36.41,37.855,0,
37.858,542.6423,37.858,36.41,37.858,0,
37.862,542.2274,37.862,36.41,37.862,0,
37.865,542.18,37.865,36.41,37.865,0,
37.868,542.0168,37.868,36.41,37.868,0,
37.872,541.3467,37.872,36.41,37.872,0,
37.875,541.0879,37.875,36.41,37.875,0,
37.878,541.06,37.878,36.41,37.878,0,
37.882,540.7466,37.882,36.41,37.882,0,
37.885,540.0757,37.885,36.41,37.885,0,
37.888,539.97,37.888,36.41,37.888,0,
37.892,539.97,37.892,36.41,37.892,0,
37.895,539.662,37.895,36.41855,37.895,0.01710762,
37.898,538.9813,37.898,36.42,37.898,0.03722543,
37.902,538.88,37.902,36.42,37.902,0.05743352,
37.905,538.88,37.905,36.41144,37.905,0.07712682,
37.908,538.397,37.908,36.41862,37.908,0.1058728,
37.912,537.8225,37.912,36.42,37.912,0.1274567,
37.915,537.75,37.915,36.41143,37.915,0.14713,
37.918,537.75,37.918,36.41862,37.918,0.1672486,
37.922,537.2525,37.922,36.42,37.922,0.196185,
37.925,536.6912,37.925,36.42,37.925,0.2171493,
37.928,536.61,37.928,36.41137,37.928,0.2372717,
37.932,536.61,37.932,36.41874,37.932,0.2574798,
37.935,535.9747,37.935,36.42,37.935,0.2771717,
37.938,535.5504,37.938,36.42,37.938,0.3059123,
37.942,535.5,37.942,36.42,37.942,0.3275029,
37.945,535.3367,37.945,36.42,37.945,0.3471942,
37.948,534.8337,37.948,36.42,37.948,0.3673179,
37.952,534.4182,37.952,36.42,37.952,0.396289,
37.955,534.37,37.955,36.41139,37.955,0.4172166,
37.958,534.0405,37.958,36.41867,37.958,0.437341,
37.962,533.4811,37.962,36.42,37.962,0.4575492,
37.965,533.2464,37.965,36.42,37.965,0.4772197,
37.968,533.22,37.968,36.41133,37.968,0.5060115,
37.972,532.8778,37.972,36.41877,37.972,0.5275491,
37.975,532.1577,37.975,36.42,37.975,0.5472391,
37.978,532.05,37.978,36.42,37.978,0.5673642,
37.982,532.05,37.982,36.42,37.982,0.5963584,
37.985,531.5499,37.985,36.42,37.985,0.6172422,
37.988,530.9752,37.988,36.42,37.988,0.6373641,
37.992,530.9,37.992,36.42,37.992,0.6575723,
37.995,530.9,37.995,36.42,37.995,0.6772615,
37.998,530.3951,37.998,36.42,37.998,0.7061156,
38.002,529.8154,38.002,36.42,38.002,0.7271044,
38.005,529.73,38.005,36.4114,38.005,0.7472056,
38.008,529.73,38.008,36.4187,38.008,0.7674104,
38.012,529.0629,38.012,36.42,38.012,0.7956566,
38.015,528.6055,38.015,36.42,38.015,0.8172255,
38.018,528.55,38.018,36.42,38.018,0.8374335,
38.022,528.55,38.022,36.42,38.022,0.8571268,
38.025,527.86,38.025,36.42,38.025,0.8772485,
38.028,527.4008,38.028,36.42,38.028,0.8974566,
38.032,527.35,38.032,36.42,38.032,0.9171301,
38.035,527.1776,38.035,36.42,38.035,0.9458728,
38.038,526.4692,38.038,36.42,38.038,0.9674567,
